tweet,existence
YAY another #snowpocalypse is ON. THE. WAY. Dare I say it?... Thanks climate change. And again kicking myself for not bringing my xc skis.,Y
NOAA: Sea Grant awards mini-grants to help communities adapt to climate change. http://ow.ly/13WXw,Y
RT @MilesGrant: I LOVE IT! #Climategate has gone nowhere so global warming deniers have started #Glaciergate! TEH TRUTH IS OUT THERE.,N
RT @milesgrant: I LOVE IT! #Climategate has gone nowhere so global warming deniers have started #Glaciergate! TEH TRUTH IS OUT THERE.,Y
RT @OperationFree: Op Free and QDR in sync: climate change threatens national security. http://bit.ly/aGVNOh,Y
Time Magazine has a Problem with the Truth about Global Warming: By Alan Caruba Bryan Walsh has a great career in... http://bit.ly/cLHTrV,N
U.N. climate change body blasted -- by Greenpeace? http://goo.gl/fb/EhOu,N
Enlisting a drug discovery technique in the battle against global warming http://bit.ly/byzkWv #climate,Y
Invasive #plants are beneficiaries of #climate change in Thoreau's woods http://bit.ly/dtkeBP,Y
Check out philanthropy info on climate change from the Foundation Center. http://bit.ly/cEfOiO #green @fdncenter,Y
Invasive plants are beneficiaries of climate change in Thoreau's woods : http://eurekalert.org/e/3Jgg @PLoS #EurekAlert,Y
What's Hot: Americans Support Strong Climate & Energy Policies: Today the Yale Project on Climate Change is releas... http://bit.ly/b1wHyX,NA
U.N. climate change body blasted -- by Greenpeace?: http://bit.ly/ae8iu6,NA
Misreading of polls is playing into the hands of #climate change deniers http://bit.ly/9WdznJ,Y
U.N. climate change body blasted -- by Greenpeace? http://goo.gl/fb/2dvN,NA
U.N. climate change body blasted -- by Greenpeace? http://goo.gl/fb/cTlF,N
RT @BillWilsonALG: Lindsay Graham getting public love from Obama. Someone needs to tell Graham that climate change is a proven lie. http://bit.ly/9w8RHw #tcot,N
#Wetlands & #prairies more sensitive to #climate change than previously thought http://bit.ly/9k84Qh #waterfowl #potholes,Y
Preparing for the Global Warming event this weekend. (@ Costco) http://4sq.com/4qG5cH,Y
Methane: The New #Climate Change Indicator? http://bit.ly/cLDQGZ (via @huffingtonpost) #green,Y
RT @Heritage Climate Change Scientific Consensus Cloudy as Ever: We're a few days before a massive snowstorm white... http://bit.ly/ai34qi,NA
new Foundry post: Climate Change Scientific Consensus Cloudy as Ever http://bit.ly/bXpVUf,Y
"Now exploring the use of the #iss for climate change exploration. Essentially, the ISS could be used as a lab in the future",NA
Bin laden joins global warming doomsayers http://www.fumento.com/weblog/archives/2010/01/bin_laden_joins.html,NA
"""Political talk shows discuss global warming. This is science (fiction).""",N
India to set up own panel on climate change amid controversy over UN report on melting of Himalayan glaciers,NA
Bin laden joins global warming doomsayers: http://www.fumento.com/weblog/archives/2010/01/bin_laden_joins.html,Y
.@LuvableSole 12-20" what?! effing global warming!  #weallgonnadie,N
"So its in the 40s today and tomorrow they're calling for another blizzard. Yes, global warming is real! Lol",N
"Ignoring previous  claims by experts, RedState attacks DHS for citing climate change as national  security threat http://dlvr.it/1KBf",NA
"The Pentagon, a liberal hotbed? ""[Climate change] may spark or exacerbate future conflicts."" http://bit.ly/cTYV90 (AT)",NA
Our team is mapping geopolitics of climate change this morning. Which countries/blocks do you think are most important? why? /RT @350,Y
Global Warming Update http://ow.ly/16uUpb,Y
RT @huffingtonpostz Canada's Wolverine Population Declines As Result Of Climate Change http://is.gd/7GSpU &lt;- and lack of more X-Men sequels,Y
Expecting 1-2 more feet of global warming this weekend.,Y
Intel Threat Assessments on climate change: I compare '09 to '10. Surprisingly interesting: http://bit.ly/92KXhL,Y
Post: "Drug discovery technique could help in the battle against global warming" http://tinyurl.com/yjxebsw,Y
"20"" of snow? Ok that's it, everyone go buy all the aerosols you can, go outside and start spraying. I'm now cheering on global warming.",N
Economics and politics align for climate change says pena #RETECH "energy efficiency in recession requires political will" #energycollectiv,Y
Man I love global warming. #fb,Y
I LOVE IT! #Climategate has gone nowhere so global warming deniers have started #Glaciergate! TEH TRUTH IS OUT THERE.,Y
Former Sen. Warner Ties Climate Change To Security http://ow.ly/16uRDL,NA
Coal Caucus At Odds with Mining Industry on Climate Change http://ow.ly/16uRDK,Y
RT @climatedebate: UN official says climate change science robust despite errors in panel ...:  http://bit.ly/9cysf9,Y
"Vice President, Climate Change - World Wildlife Fund: We are seeking a Vice President, Climate Change to provide t... http://bit.ly/a18HvB",Y
RT @mcmcvey: 3 approaches that will inspire others to take small steps toward transformative change http://bit.ly/9JEhsM #environment #p2 #climate,Y
RT @ihatethemedia IHateTheMedia.com gets a message from global warming scientist Koko Warner | IHatetheMedia http://ow.ly/1o56oK #tcot,Y
GLOBAL WARMING BUSTED by the President! - http://tinyurl.com/yjj5ovp,N
RT: @deensharp: RT @NadaNohra: EXECUTIVE: IS Climate change affecting real estate demand in Lebanon's Fakra? http://bit.ly/dz8F5G,NA
"Pachauri admits damage to UN climate change panel, The Australian http://bit.ly/dlcjXp",NA
DHS: Fossil Fuels and Climate Change are  'National Threats' http://bit.ly/bTIImM,Y
DHS: Fossil Fuels and Climate Change are 'National Threats' http://bit.ly/dlQgDY #TCOT #RS,Y
Lovely . . . another foot of global warming coming our way this weekend . . . http://bit.ly/bb0XQo,Y
3 approaches that will inspire others to take small steps toward transformative change http://bit.ly/9JEhsM #environment #p2 #climate,Y
"So, which global warming conference coincides with #snowcopalypse2?",NA
Global Warming "Gore Hockey Stick" slammed by top British statistician http://bit.ly/dj1eqW,N
RT @terryacarter For those doubting global warming because of this snow. Vancouver having warmest Winter on record. It's called a trend line,Y
RT @climatebiz: Will the Separation of Powers Kill Climate Change Action in the U.S.? http://bit.ly/cHB2XW,NA
@thigpensrevenge it's the global warming gods jo. everything's all whacked up and around and inside out and upside down,N
RT @kombiz: pretty big.. Former Senator Warner ties Climate Change to security issues...  http://bit.ly/9a5S0n,Y
RT @kombiz: pretty big.. Former Senator Warner ties Climate Change to security issues...  http://bit.ly/9a5S0n,N
RT @kombiz: pretty big.. Former Senator Warner ties Climate Change to security issues...  http://bit.ly/9a5S0n,Y
RT @kombiz: pretty big.. Former Senator Warner ties Climate Change to security issues...  http://bit.ly/9a5S0n,Y
"RT @STXherry: RT @lizarddawg: Ok,so the global warming issue is becoming a heist-who's going 2 jail? #UN #gop  [Barney Frank--he'll like it]",N
California Sets Up Statewide Network to Monitor Global-Warming Gases - http://nyti.ms/cjz9Dg,NA
For those of you doubting global warming because of this snow: Vancouver has had it's warmest Winter on record. It's called a trend line.,Y
For those of you doubting global warming because of this snow. Vancouver has had it's warmest Winter on record. It's called a trend line.,Y
pretty big.. Former Senator Warner ties Climate Change to security issues...  http://bit.ly/9a5S0n,Y
"RT @mmfa: Hill devotes article to baseless global warming attacks, Gore bashing: #p2 #noisemachine #climate http://ow.ly/166Bh",Y
Libtard Dylan Ratigan explains why massive snow in DC is PROOF of Global Warming http://bit.ly/aLICxl #cbiz #teaparty #tcot #ocra #sgp #912,N
Libtard Dylan Ratigan explains why massive snow in DC is PROOF of Global Warming http://bit.ly/aLICxl #cbiz #teaparty #tcot #ocra #sgp #912,Y
MSNBC Reporter Insists Record Snow Out East Is Due to Global Warming http://tinyurl.com/yjzytto #tcot #ocra,Y
"RT @ebertchicago: Many scientists believe the Snowpocalypse is more evidence of Climate Change, a.k.a. warming.",Y
RT @OTOOLEFAN I'm embarrassed to live in a country where elected officials cite a snowstorm as proof that global warming is a hoax.,Y
wow we had a blizzard & an earthquake. Take that you global warming non-believers!,Y
What ISN'T evidence of glbl warmg? RT @ebertchicago: Many scientists believe the Snowpocalypse is more evidnce of Climate Change aka warming,N
"RT @Uncucumbered: @sarahrosehurt ths Reps R getting 2 me 2day. They have decided that the snow is proof thr is no global warming, & gloat.",N
"ENOUGH with the ""what global warming?"" idiocy. It's neither funny nor original, and the bizarre snowfall is a SYMPTOM of climate change.",Y
New Federal Office for Global Warming http://bit.ly/aY8b0M,NA
New Federal Office for Global Warming http://bit.ly/c2q54J,NA
Yo Al Gore!!  Where's your Global Warming NOW!!!,N
"Can't believe that people think excess snow makes global warming a non-reality... wow, read some books!",Y
The Dangerous Allure of Global Warming Technofixes from Yale e360 http://e360.yale.edu/content/feature.msp?id=2224,NA
@OneFineJay Today's entertainment has been watching hipsters from "bike culture" bitch about global warming forcing them onto public trans.,NA
Unreal: Top Yahoo Headline- 'Analysis: How Global Warming Makes Blizzards Worse' http://tinyurl.com/ykxbolc #tcot #ocra,Y
"@StopBeck Yeah, that ""what global warming?"" brilliance keeps getting repeated as though it's (a) amusing, (b) even slightly rational.",NA
RT @boliviaun: Guardian: Bolivia climate change talks to give poor a voice - Groups on frontline of global warming head to #cochabamba http://is.gd/bywgY,Y
RT @sciam: How to Reform the Intergovernmental Panel on Climate Change http://bit.ly/ctvuIh [How about ending it?],Y
Time piece on climate change and severe storms in DC (yesterday's foot of snow in chicago - no big deal)  http://tinyurl.com/ycyevcz,NA
Moron: Hannity: Snow Storms 'Seem To Contradict Al Gore's Hysterical Global Warming Theories' http://post.ly/NC2w,N
"Just like Evolution, Climate Change is Real http://post.ly/NBw8",Y
RT @Kalel194: Time magazine claims 'Global Warming Makes Blizzards Worse' http://tinyurl.com/yas7en6,Y
Global warming will make world more 'fragrant' http://bit.ly/azMqYJ  #tcot #ocra,Y
Global Warming My Ass!!!! Fuck You  AL Gore,N
RT @KamaainaInOC: RT@STXherry: RT@slkbrooke: Obama Wants To Make Global Warming Key Element In US Dfnse Strategy http://bit.ly/9jwD1Q #tcot,Y
"The Robin Hood tax: A tiny tax on bankers that would give billions to tackle poverty and climate change, here and ... http://bit.ly/9l3zPO",Y
"@ebertchicago re: that global warming article: indeed, bloggers can definitely make shit up! we didn't need a MSM article to tell us that",N
RT @boliviaun: Guardian: Bolivia climate change talks to give poor a voice - Groups on frontline of global warming head to #cochabamba http://is.gd/bywgY,Y
"http://bit.ly/auiZPZ -Politics, Science Collide Over Recent Snow Storms-Which is why we need to drop 'warming' word,use climate change.",Y
RT @solarfeeds: SEC To Provide Guidance on Companies Climate Change Disclosure http://tinyurl.com/yf344ge,NA
@carney don't worry with Global warming you will be at the beach swimming in March,Y
Understanding climate change: There's an ap for that http://bit.ly/cnFYZP,Y
You saying he didn't? RT @DennyLonergan: Rt Gore won't give up on the "global warming" gig.  He still thinks he invented the internet,N
Dear people on both sides of the global warming debate: just because it's cold/hot/snowy/dry for "x days" doesn't prove/disprove anything.,NA
"Crippled By Blizzard, DC Announces New Global Warming Agency by Phone http://bit.ly/adkfNW  #tcot #ocra",Y
Morning everybody. Any of you still skeptical about the effects of global warming?? Or do you think the end is near? #earthquakeinillinois,Y
Reading: Global Warming In One State at Power Line http://www.powerlineblog.com/archives/2010/02/025557.php,Y
RT @Drudge_Report: TIME MAG:  How Global Warming Makes Blizzards Worse... http://drudge.tw/9oXiLZ = FAIL.,Y
".@BrazilTour 'political barriers, and lack of good data. Weather modification is not climate change: would like to see, back of envelope,",N
Where's Global Warming when you need it?   http://tweetphoto.com/10941301,NA
U.S. Climate Change Portal Could Birth Entirely New Industries http://www.fastcompany.com/15437... Read more at http://bit.ly/9Z5WKf,Y
